,year,selling_price,km_driven,fuel,seller_type,transmission,owner,seats,company_name,model_name,mileage (kmpl),engine (cc),max_power (bhp)
6194,2017,450000,70000,0,0,0,1,5.0,hyundai,i20 1.2 magna executive,18.6,1197.0,81.83
6195,2009,150000,30000,1,0,0,1,5.0,tata,indigo cs lx (tdi) bs iii,19.09,1396.0,69.0
6196,2019,400000,15000,0,0,0,1,5.0,maruti,eeco 5 seater ac bsiv,15.37,1196.0,73.0
6197,2013,185000,85000,0,0,0,1,5.0,maruti,alto 800 lxi,22.74,796.0,47.3
6198,2018,625000,50000,0,0,1,1,5.0,maruti,swift amt vxi,22.0,1197.0,81.8
6199,2019,700000,20000,0,0,0,1,5.0,hyundai,i20 active sx petrol,17.19,1197.0,81.86
6200,2017,390000,25000,0,0,0,1,5.0,maruti,wagon r vxi optional,20.51,998.0,67.04
6201,2018,625000,25000,0,0,0,1,5.0,tata,nexon 1.2 revotron xm,17.0,1198.0,108.5
6202,2014,400000,50000,0,0,0,1,5.0,maruti,swift dzire vxi,19.1,1197.0,85.8
6203,2011,380000,150000,1,0,0,4,5.0,hyundai,i20 1.4 crdi asta,23.0,1396.0,90.0
6204,2009,400000,90000,0,0,1,1,5.0,toyota,corolla altis 1.8 vl at,14.53,1794.0,138.1
6205,2019,620000,100000,0,0,0,1,5.0,tata,zest revotron 1.2t xms,17.57,1193.0,88.7
6206,2008,190000,180000,1,0,0,2,5.0,ford,fiesta classic 1.4 sxi duratorq,17.8,1399.0,67.0
6207,2013,210000,50000,0,0,0,2,5.0,maruti,alto 800 lxi,22.74,796.0,47.3
6208,2012,270000,80000,1,0,0,3,5.0,maruti,ritz vdi,23.2,1248.0,73.94
6209,1999,45000,100000,0,0,0,3,5.0,maruti,zen std,17.3,993.0,60.0
6210,2014,220000,93000,0,0,0,2,5.0,hyundai,eon d lite plus,21.1,814.0,55.2
6211,2014,550000,11500,1,0,0,1,9.0,mahindra,bolero 2011-2019 di - ac bs iii,15.96,2523.0,63.0
6212,2013,370000,120000,0,0,0,1,5.0,hyundai,i20 asta 1.2,18.5,1197.0,82.85
6213,2015,650000,50000,1,0,0,1,9.0,mahindra,xylo d2 maxx,14.95,2489.0,93.7
6214,2012,550000,120000,0,0,0,1,5.0,honda,city v mt,16.8,1497.0,116.3
6215,2010,225000,100000,1,0,0,2,5.0,ford,fiesta 1.4 sxi tdci abs,17.8,1399.0,68.0
6216,2004,40000,57000,0,0,0,2,4.0,maruti,800 std,16.1,796.0,37.0
6217,2016,280000,60000,0,0,0,1,5.0,hyundai,eon era plus,21.1,814.0,55.2
6218,2017,570000,44077,0,1,1,1,5.0,ford,figo aspire 1.5 ti-vct titanium,17.01,1499.0,110.5
6219,2017,290000,90000,0,0,0,2,5.0,maruti,alto 800 lxi,24.7,796.0,47.3
6220,2018,720000,50000,1,0,0,2,5.0,hyundai,i20 active 1.4 s,21.19,1396.0,88.73
6221,2017,800000,60000,1,0,0,1,5.0,ford,ecosport 1.5 tdci trend plus bsiv,22.77,1498.0,98.59
6222,2012,265000,20000,0,0,0,3,5.0,hyundai,i10 era,19.81,1086.0,68.05
6223,2010,135000,90000,0,0,0,3,5.0,maruti,alto lx bsiii,19.7,796.0,46.3
6224,2016,350000,70000,1,0,0,2,5.0,ford,figo 1.5d ambiente mt,25.83,1498.0,99.0
6225,2016,490000,80000,1,0,0,1,8.0,chevrolet,enjoy 1.3 tcdi ls 8,18.2,1248.0,73.74
6226,2012,450000,72000,1,0,0,2,5.0,hyundai,verna 1.6 sx,22.32,1582.0,126.32
6227,2016,950000,50000,1,0,0,1,7.0,mahindra,scorpio 1.99 s8,15.4,1997.0,120.0
6228,2012,355000,90000,0,0,0,2,5.0,maruti,swift dzire zxi,17.5,1298.0,85.8
6229,2019,700000,17000,0,0,0,1,5.0,hyundai,elite i20 petrol asta,18.6,1197.0,81.86
6230,2012,459999,70000,1,0,0,1,8.0,mahindra,scorpio vlx 2wd bsiii,12.05,2179.0,120.0
6231,2012,350000,74000,1,0,0,2,5.0,volkswagen,polo diesel highline 1.2l,22.07,1199.0,73.9
6232,2006,85000,60000,0,0,0,2,5.0,maruti,alto lx bsiii,19.7,796.0,46.3
6233,2016,290000,15000,0,0,0,1,5.0,maruti,alto 800 lx,22.74,796.0,47.3
6234,2019,1000000,72000,1,0,0,1,5.0,honda,wr-v i-dtec vx,25.5,1498.0,98.6
6235,2008,85000,25000,0,0,0,2,5.0,tata,indica v2 lsi,16.84,1193.0,64.4
6236,2003,65000,114000,0,0,0,1,5.0,maruti,alto lxi,19.7,796.0,46.3
6237,2005,75000,120000,0,0,0,1,5.0,honda,city 1.5 exi,13.0,1493.0,100.0
6238,2003,100000,250000,1,0,0,2,5.0,skoda,octavia ambiente 1.9 tdi mt,18.7,1896.0,66.0
6239,2009,170000,55768,1,0,0,1,5.0,tata,indica vista terra 1.4 tdi,17.0,1405.0,71.0
6240,2017,525000,40000,0,0,1,1,5.0,hyundai,grand i10 1.2 kappa magna at,18.9,1197.0,81.86
6241,2020,265000,70000,0,0,0,2,5.0,maruti,wagon r lxi,21.79,998.0,67.05
6242,2018,459999,50000,0,0,0,1,5.0,tata,tigor 1.2 revotron xz,20.3,1199.0,84.0
6243,2017,250000,20000,0,0,0,1,5.0,maruti,alto k10 vxi,23.95,998.0,67.05
6244,2013,395000,70000,1,0,0,2,5.0,maruti,swift dzire vdi,23.4,1248.0,74.0
6245,2014,375000,60000,0,0,0,1,5.0,hyundai,grand i10 asta option,18.9,1197.0,82.0
6246,2009,120000,120000,1,0,0,1,5.0,tata,indica vista aqua 1.4 tdi,17.0,1405.0,71.0
6247,2011,290000,110000,1,0,0,2,5.0,maruti,ritz vdi,21.1,1248.0,73.9
6248,2017,409999,60000,0,0,0,1,5.0,tata,tiago 1.2 revotron xz,23.84,1199.0,84.0
6249,2009,200000,30000,0,0,0,1,5.0,chevrolet,spark 1.0 lt option pack w/ airbag,16.5,995.0,63.0
6250,2018,900000,35000,1,0,0,1,5.0,skoda,rapid 1.5 tdi ambition bsiv,21.13,1498.0,108.6
6251,2003,50000,50000,0,0,0,3,4.0,maruti,800 std,16.1,796.0,37.0
6252,2012,450000,100000,1,0,0,1,5.0,renault,duster 110ps diesel rxz,19.01,1461.0,108.45
6253,2012,650000,80000,1,0,0,3,7.0,mahindra,xuv500 w8 4wd,15.1,2179.0,140.0
6254,2014,300000,84000,1,0,0,2,5.0,volkswagen,crosspolo 1.5 tdi,20.14,1498.0,88.5
6255,2014,425000,60000,1,0,0,1,5.0,ford,fiesta 1.5 tdci ambiente,25.01,1498.0,89.75
6256,1998,55000,50000,0,0,0,2,5.0,maruti,zen vxi,17.3,993.0,60.0
6257,2011,200000,60000,0,0,0,2,5.0,hyundai,i10 magna 1.2 itech se,20.36,1197.0,78.9
6258,2015,975000,100000,1,0,0,1,7.0,mahindra,xuv500 w10 2wd,16.0,2179.0,140.0
6259,2013,450000,70000,1,0,0,1,7.0,mahindra,bolero 2011-2019 slx,15.96,2523.0,62.1
6260,2014,600000,82500,1,0,0,2,7.0,mahindra,bolero 2011-2019 zlx,15.96,2523.0,62.1
6261,2014,550000,76000,1,0,0,1,9.0,mahindra,bolero 2011-2019 plus ac,15.96,2523.0,62.1
6262,2011,180000,87000,1,0,0,1,5.0,tata,indica vista terra quadrajet 1.3l bs iv,18.0,1248.0,75.0
6263,2010,300000,120000,1,0,0,1,7.0,mahindra,xylo e4,14.0,2498.0,112.0
6264,2016,350000,70000,0,0,0,2,5.0,tata,zest revotron 1.2t xm,17.57,1193.0,88.7
6265,2014,465000,90000,1,0,0,1,5.0,maruti,swift dzire vdi,23.4,1248.0,74.0
6266,2010,200000,188000,1,0,0,2,5.0,tata,manza aura (abs) quadrajet bs iv,21.12,1248.0,88.8
6267,2014,350000,120000,1,0,0,2,8.0,chevrolet,enjoy tcdi ls 8 seater,18.2,1248.0,73.8
6268,2015,650000,80000,0,0,0,1,5.0,honda,city i vtec v,17.4,1497.0,117.3
6269,2010,150000,123278,0,0,0,2,5.0,hyundai,i10 magna,20.36,1197.0,78.9
6270,2014,560000,100000,1,0,0,2,5.0,honda,city i dtec v,26.0,1498.0,98.6
6271,2015,625000,90000,1,0,0,1,5.0,hyundai,i20 active 1.4 sx with avn,21.19,1396.0,88.73
6272,2012,220000,110000,1,0,0,1,5.0,ford,figo diesel titanium,20.0,1399.0,68.0
6273,2013,250000,110000,1,0,0,1,5.0,ford,figo diesel celebration edition,20.0,1399.0,68.1
6274,2018,575000,70000,1,0,0,1,5.0,tata,zest quadrajet 1.3 xt,20.65,1248.0,88.7
6275,2015,1050000,65000,1,0,0,1,7.0,mahindra,xuv500 w8 awd,15.1,2179.0,140.0
6276,2015,3000000,70000,1,0,1,2,5.0,jaguar,xf 2.2 litre luxury,16.36,2179.0,187.7
6277,2012,200000,90000,1,0,0,3,7.0,tata,new safari dicor 2.2 lx 4x2,11.57,2179.0,138.1
6278,2016,262000,50000,0,0,0,1,5.0,maruti,alto 800 vxi,22.74,796.0,47.3
6279,2018,299000,33000,0,0,0,1,5.0,hyundai,eon era plus,21.1,814.0,55.2
6280,2015,250000,26500,0,0,0,1,5.0,maruti,alto 800 lxi,22.74,796.0,47.3
6281,2011,140000,60000,0,0,0,4,5.0,hyundai,santro xing gls,17.92,1086.0,62.1
6282,2013,360000,70000,1,0,0,3,5.0,maruti,swift dzire vdi,23.4,1248.0,74.0
6283,2015,210000,80000,0,0,0,1,5.0,datsun,go a,20.63,1198.0,67.06
6284,2017,600000,60000,1,0,0,1,5.0,hyundai,i20 1.4 sportz,22.54,1396.0,88.73
6285,2011,210000,100000,1,0,0,1,5.0,skoda,fabia 1.2l diesel ambiente,19.5,1199.0,75.0
6286,2011,300000,80000,1,0,0,2,5.0,volkswagen,vento diesel comfortline,20.54,1598.0,103.6
6287,2016,450000,35000,0,0,0,1,5.0,hyundai,grand i10 asta,18.9,1197.0,82.0
6288,2018,3200000,35000,1,0,1,1,7.0,ford,endeavour 3.2 titanium at 4x4,10.91,3198.0,197.0
6289,2019,550000,10000,0,0,0,1,5.0,hyundai,grand i10 1.2 kappa sportz bsiv,18.9,1197.0,81.86
6290,2011,100000,80000,1,0,0,1,5.0,tata,indica vista aura 1.3 quadrajet (abs),18.0,1248.0,75.0
6291,2012,185000,50000,0,0,0,2,5.0,hyundai,eon era plus,21.1,814.0,55.2
6292,2006,80000,90000,0,0,0,2,5.0,maruti,wagon r lx bsiii,17.3,1061.0,64.0
6293,2017,295000,80000,0,0,0,1,5.0,maruti,alto 800 vxi,24.7,796.0,47.3
6294,2017,360000,25000,0,0,0,1,5.0,renault,kwid climber 1.0 mt,23.01,999.0,67.0
6295,2014,210000,70000,0,0,0,1,5.0,maruti,alto k10 2010-2014 vxi,20.92,998.0,67.1
6296,2019,585000,80000,0,0,1,1,5.0,hyundai,elite i20 petrol cvt magna executive,17.4,1197.0,81.86
6297,2016,560000,50000,1,0,0,1,5.0,volkswagen,polo select 1.5 tdi highline,20.14,1498.0,88.7
6298,2015,600000,70000,1,0,0,1,5.0,honda,city i dtec s,26.0,1498.0,98.6
6299,2017,330000,60000,0,0,0,1,5.0,datsun,go t bsiv,20.63,1198.0,67.0
6300,2019,990000,15000,0,0,0,1,5.0,hyundai,verna vtvt 1.6 sx,17.0,1591.0,121.3
6301,2012,300000,90000,1,0,0,1,5.0,toyota,etios diesel trd sportivo,23.59,1364.0,67.1
6302,2018,650000,28000,0,0,0,1,5.0,tata,nexon 1.2 revotron xm,17.0,1198.0,108.5
6303,2019,695000,20000,0,0,1,1,5.0,hyundai,elite i20 sportz plus cvt bsiv,17.4,1197.0,81.86
6304,2014,300000,60000,1,0,0,1,5.0,hyundai,grand i10 crdi magna,24.0,1120.0,70.0
6305,2015,270000,22000,0,0,0,1,5.0,maruti,alto 800 lxi,22.74,796.0,47.3
6306,2010,185000,70000,1,0,0,2,7.0,tata,new safari dicor 2.2 ex 4x2,11.57,2179.0,138.1
6307,2013,200000,80000,1,0,0,1,5.0,chevrolet,sail hatchback lt abs,22.1,1248.0,76.9
6308,2019,459999,35000,2,0,0,1,5.0,maruti,wagon r lxi cng optional,26.6,998.0,58.16
6309,2018,860000,60000,1,0,0,1,5.0,tata,nexon 1.5 revotorq xz plus dual tone,21.5,1497.0,108.5
6310,2018,400000,20000,0,0,0,1,5.0,tata,tiago 1.2 revotron xe,23.84,1199.0,84.0
6311,2013,240000,142000,1,0,0,2,5.0,maruti,ritz vdi,23.2,1248.0,73.94
6312,2015,570000,72000,1,0,0,1,5.0,maruti,swift dzire zdi,26.59,1248.0,74.0
6313,2018,850000,90000,1,0,0,1,5.0,ford,ecosport 1.5 diesel titanium bsiv,23.0,1498.0,98.96
6314,2011,155000,80000,1,0,0,3,5.0,ford,figo diesel titanium,20.0,1399.0,68.0
6315,2011,270000,125000,1,0,0,1,5.0,hyundai,i20 1.4 crdi asta,23.0,1396.0,90.0
6316,2015,610000,33000,0,0,0,1,5.0,maruti,ciaz zxi plus,20.73,1373.0,91.1
6317,2015,1000000,50000,1,0,0,1,5.0,hyundai,creta 1.6 crdi sx option,19.67,1582.0,126.2
6318,2012,450000,120000,1,0,0,2,9.0,mahindra,scorpio lx,12.05,2179.0,120.0
6319,2018,500000,35000,1,0,0,1,5.0,hyundai,xcent 1.2 crdi e,25.4,1186.0,73.97
6320,2018,700000,43000,1,0,0,1,5.0,honda,amaze s diesel bsiv,27.4,1498.0,98.63
6321,2007,135000,60000,0,0,0,1,5.0,maruti,alto lxi,19.7,796.0,46.3
6322,2012,430000,148000,1,0,0,2,9.0,mahindra,scorpio lx,12.05,2179.0,120.0
6323,2014,625000,70000,1,0,0,2,5.0,hyundai,verna 1.6 sx crdi (o),22.32,1582.0,126.32
6324,2011,280000,96000,0,0,0,1,5.0,nissan,sunny xl,16.95,1498.0,97.7
6325,2015,800000,70000,1,0,0,1,7.0,mahindra,scorpio 1.99 s6 plus,15.4,1997.0,120.0
6326,2012,220000,70000,1,0,0,2,5.0,maruti,ritz vdi,23.2,1248.0,73.94
6327,2017,620000,18484,0,0,0,1,5.0,maruti,ignis 1.2 alpha bsiv,20.89,1197.0,81.8
6328,2011,300000,70000,1,0,0,1,7.0,tata,safari dicor 2.2 ex 4x2,13.93,2179.0,138.03
6329,2010,180000,25000,0,0,0,2,5.0,maruti,alto lx,19.7,796.0,46.3
6330,2013,250000,120000,1,0,0,3,5.0,volkswagen,polo diesel highline 1.2l,22.07,1199.0,73.9
6331,2017,480000,55000,0,0,0,1,5.0,maruti,swift dzire lxi,20.85,1197.0,83.14
6332,2019,885000,10000,0,0,0,2,5.0,ford,ecosport 1.5 petrol titanium bsiv,17.0,1497.0,121.31
6333,2020,550000,60000,1,0,0,1,6.0,mahindra,kuv 100 d75 k8,25.32,1198.0,77.0
6334,2018,800000,30000,1,0,0,1,5.0,maruti,swift dzire zdi plus,28.4,1248.0,74.02
6335,2013,180000,65000,0,0,0,1,5.0,hyundai,santro xing gls,17.92,1086.0,62.1
6336,2012,380000,50000,1,0,0,2,5.0,hyundai,i20 sportz 1.4 crdi,21.9,1396.0,88.76
6337,2019,520000,2560,0,0,1,1,5.0,tata,tiago nrg petrol amt,24.0,1199.0,83.81
6338,2004,90000,60000,0,0,0,1,5.0,maruti,alto lx,19.7,796.0,46.3
6339,2016,330000,80000,0,0,0,2,5.0,maruti,wagon r vxi bs iv,20.51,998.0,67.04
6340,1999,40000,50000,0,0,0,2,4.0,maruti,800 dx,16.1,796.0,37.0
6341,2015,370000,120000,1,0,0,1,8.0,chevrolet,enjoy tcdi ls 8 seater,18.2,1248.0,73.8
6342,2009,290000,120000,0,0,0,2,5.0,honda,city v mt,16.8,1497.0,116.3
6343,2013,215000,47000,0,0,0,2,5.0,hyundai,eon magna plus,21.1,814.0,55.2
6344,2017,1282000,45000,1,0,0,1,7.0,tata,hexa xt,17.6,2179.0,153.86
6345,2012,610000,90000,1,0,0,1,8.0,toyota,innova 2.5 gx 8 str,12.8,2494.0,102.0
6346,2013,380000,110000,1,0,0,2,5.0,hyundai,i20 asta 1.4 crdi,21.27,1396.0,88.76
6347,2017,1250000,95000,1,0,0,1,7.0,mahindra,scorpio 1.99 s10,15.4,1997.0,120.0
6348,2012,400000,103655,1,0,0,2,5.0,hyundai,verna 1.6 crdi,22.32,1582.0,126.3
6349,2018,700000,25000,0,0,1,2,5.0,hyundai,i20 petrol cvt asta,17.4,1197.0,81.86
6350,2014,650000,80000,1,0,0,1,5.0,renault,duster 110ps diesel rxz,19.01,1461.0,108.45
6351,2014,95000,50000,0,0,0,2,4.0,tata,nano twist xt,25.4,624.0,37.5
6352,2015,1147000,56975,1,0,0,1,7.0,mahindra,xuv500 w10 2wd,16.0,2179.0,140.0
6353,2010,150000,110000,0,0,0,1,5.0,hyundai,santro xing gl,0.0,1086.0,62.0
6354,2008,120000,80000,0,0,0,3,5.0,maruti,alto lx bsiii,19.7,796.0,46.3
6355,2010,180000,187000,1,1,0,2,5.0,ford,fiesta exi 1.4 tdci ltd,17.8,1399.0,68.0
6356,2013,325000,69000,1,1,0,1,5.0,ford,fiesta classic 1.4 duratorq lxi,18.6,1388.0,67.0
6357,2015,550000,206000,1,1,0,1,5.0,ford,ecosport 1.5 tdci titanium bsiv,22.77,1498.0,98.59
6358,2018,950000,27000,1,1,0,1,5.0,ford,ecosport 1.5 tdci signature bsiv,22.77,1498.0,98.59
6359,2014,500000,132000,1,1,0,2,5.0,ford,ecosport 1.5 dv5 mt titanium optional,22.7,1498.0,89.84
6360,2017,725000,75000,1,1,0,1,5.0,ford,aspire titanium diesel bsiv,26.1,1498.0,99.23
6361,2015,500000,18000,0,1,0,2,5.0,ford,figo aspire titanium,18.5,1194.0,94.93
6362,2011,180000,218000,1,0,0,1,5.0,mahindra,verito 1.5 d2 bsiii,21.0,1461.0,64.1
6363,2016,650000,10000,1,0,0,1,5.0,hyundai,i20 2015-2017 magna 1.4 crdi,22.54,1396.0,88.73
6364,2010,285000,80000,1,0,0,1,5.0,maruti,swift vdi bsiii w/ abs,17.8,1248.0,75.0
6365,2011,210000,215000,1,0,0,1,5.0,mahindra,verito 1.5 d2 bsiii,21.0,1461.0,64.1
6366,2012,200000,137000,1,0,0,1,5.0,ford,fiesta classic 1.4 duratorq clxi,17.8,1399.0,67.0
6367,2011,295000,65000,1,0,0,2,5.0,volkswagen,vento diesel highline,20.54,1598.0,103.6
6368,2007,160000,120000,0,0,0,3,5.0,honda,city 2017-2020 gxi,17.7,1497.0,78.0
6369,2017,450000,10000,0,0,1,1,5.0,maruti,celerio vxi at,23.1,998.0,67.04
6370,2016,385000,20000,0,0,0,1,7.0,datsun,go plus a,20.62,1198.0,67.0
6371,2011,350000,93500,1,0,0,2,5.0,ford,fiesta classic 1.4 duratorq lxi,18.6,1388.0,67.0
6372,2017,2711000,9000,1,1,1,1,5.0,jaguar,xe 2016-2019 2.0l diesel prestige,13.6,1999.0,177.0
6373,2019,5150000,20000,0,1,1,1,5.0,lexus,es 300h,22.37,2487.0,214.56
6374,2017,3200000,45000,1,1,1,1,5.0,jaguar,xf 2.0 diesel portfolio,19.33,1999.0,177.0
6375,2015,503000,110000,1,0,0,1,7.0,tata,safari storme ex,14.1,2179.0,147.94
6376,2019,3800000,20000,1,0,1,1,5.0,volvo,xc40 d4 inscription bsiv,18.0,1969.0,190.0
6377,2016,2000000,68089,0,2,1,1,5.0,toyota,camry 2.5 hybrid,19.16,2494.0,157.7
6378,2013,225000,58343,0,2,0,1,5.0,maruti,wagon r lxi,21.79,998.0,67.05
6379,2018,740000,38817,1,1,0,1,5.0,maruti,baleno alpha 1.3,27.39,1248.0,74.0
6380,2016,550000,56494,0,2,0,1,5.0,honda,jazz vx,18.2,1199.0,88.7
6381,2013,750000,79328,1,2,0,2,7.0,toyota,innova 2.5 vx (diesel) 7 seater,12.99,2494.0,100.6
6382,2019,650000,5621,0,2,1,1,5.0,maruti,swift amt vvt vxi,22.0,1197.0,81.8
6383,2017,625000,25538,0,2,0,1,5.0,toyota,etios vx,16.78,1496.0,88.73
6384,2018,600000,69779,0,1,1,1,5.0,maruti,swift amt zxi,22.0,1197.0,81.8
6385,2017,450000,56290,1,1,0,1,5.0,hyundai,grand i10 1.2 crdi sportz,24.0,1186.0,73.97
6386,2019,5400000,7500,1,1,1,1,5.0,bmw,x4 m sport x xdrive20d,16.78,1995.0,190.0
6387,2019,5500000,8500,1,1,1,1,5.0,bmw,x4 m sport x xdrive20d,16.78,1995.0,190.0
6388,2019,779000,7032,0,2,1,1,5.0,honda,amaze v cvt petrol bsiv,19.0,1199.0,88.76
6389,2016,645000,11000,0,1,1,1,5.0,skoda,rapid 1.6 mpi at elegance,14.3,1598.0,103.5
6390,2018,2475000,2000,1,1,1,1,5.0,volvo,v40 d3 r-design,16.8,1984.0,150.0
6391,2017,2711000,9000,1,1,1,1,5.0,jaguar,xe 2016-2019 2.0l diesel prestige,13.6,1999.0,177.0
6392,2019,5150000,20000,0,1,1,1,5.0,lexus,es 300h,22.37,2487.0,214.56
6393,2017,3200000,45000,1,1,1,1,5.0,jaguar,xf 2.0 diesel portfolio,19.33,1999.0,177.0
6394,2015,503000,110000,1,0,0,1,7.0,tata,safari storme ex,14.1,2179.0,147.94
6395,2019,3800000,20000,1,0,1,1,5.0,volvo,xc40 d4 inscription bsiv,18.0,1969.0,190.0
6396,2016,2000000,68089,0,2,1,1,5.0,toyota,camry 2.5 hybrid,19.16,2494.0,157.7
6397,2013,225000,58343,0,2,0,1,5.0,maruti,wagon r lxi,21.79,998.0,67.05
6398,2018,740000,38817,1,1,0,1,5.0,maruti,baleno alpha 1.3,27.39,1248.0,74.0
6399,2016,550000,56494,0,2,0,1,5.0,honda,jazz vx,18.2,1199.0,88.7
6400,2013,750000,79328,1,2,0,2,7.0,toyota,innova 2.5 vx (diesel) 7 seater,12.99,2494.0,100.6
6401,2019,650000,5621,0,2,1,1,5.0,maruti,swift amt vvt vxi,22.0,1197.0,81.8
6402,2017,625000,25538,0,2,0,1,5.0,toyota,etios vx,16.78,1496.0,88.73
6403,2018,600000,69779,0,1,1,1,5.0,maruti,swift amt zxi,22.0,1197.0,81.8
6404,2017,450000,56290,1,1,0,1,5.0,hyundai,grand i10 1.2 crdi sportz,24.0,1186.0,73.97
6405,2019,5400000,7500,1,1,1,1,5.0,bmw,x4 m sport x xdrive20d,16.78,1995.0,190.0
6406,2019,5500000,8500,1,1,1,1,5.0,bmw,x4 m sport x xdrive20d,16.78,1995.0,190.0
6407,2019,779000,7032,0,2,1,1,5.0,honda,amaze v cvt petrol bsiv,19.0,1199.0,88.76
6408,2016,645000,11000,0,1,1,1,5.0,skoda,rapid 1.6 mpi at elegance,14.3,1598.0,103.5
6409,2018,2475000,2000,1,1,1,1,5.0,volvo,v40 d3 r-design,16.8,1984.0,150.0
6410,2019,558000,70000,1,0,0,1,5.0,maruti,swift dzire ldi,28.4,1248.0,74.02
6411,2010,165000,56000,0,0,0,3,5.0,hyundai,santro xing gls,17.92,1086.0,62.1
6412,2012,300000,80000,1,0,0,2,5.0,hyundai,i20 sportz 1.4 crdi,21.9,1396.0,88.76
6413,2019,500000,5000,0,0,0,1,5.0,hyundai,santro magna bsiv,20.3,1086.0,68.0
6414,2012,900000,100000,1,0,0,1,7.0,mahindra,xuv500 w8 4wd,15.1,2179.0,140.0
6415,2008,830000,60000,1,0,1,3,5.0,bmw,x5 3.0d,11.0,2993.0,235.0
6416,2014,640000,65000,1,0,0,2,5.0,skoda,rapid 1.5 tdi ambition,21.14,1498.0,103.52
6417,2015,900000,70000,1,0,0,3,7.0,mahindra,scorpio s10 7 seater,15.4,2179.0,120.0
6418,2013,450000,60000,1,0,0,1,7.0,chevrolet,enjoy tcdi ltz 7 seater,18.2,1248.0,73.8
6419,2018,825000,82000,1,0,0,1,5.0,maruti,ciaz 1.3 alpha,28.09,1248.0,88.5
6420,2013,500000,80000,1,0,0,2,7.0,tata,aria pleasure 4x2,13.7,2179.0,138.1
6421,2017,325000,5000,0,0,0,2,6.0,mahindra,kuv 100 mfalcon g80 k6 aw,18.15,1198.0,82.0
6422,2014,450000,133000,1,0,0,1,5.0,renault,duster 110ps diesel rxl,19.01,1461.0,108.45
6423,2017,675000,25000,0,0,0,2,5.0,honda,wr-v i-vtec vx,17.5,1199.0,88.7
6424,2017,415000,15000,0,0,0,1,5.0,tata,zest revotron 1.2 xt,17.57,1193.0,88.7
6425,2017,1100000,40000,1,0,0,1,5.0,hyundai,creta 1.4 crdi s,21.38,1396.0,88.7
6426,2016,500000,35000,0,0,0,1,5.0,volkswagen,ameo 1.2 mpi comfortline,17.0,1198.0,73.75
6427,2014,509999,70000,1,0,0,2,7.0,mahindra,bolero 2011-2019 zlx,15.96,2523.0,62.1
6428,2007,200000,152000,1,0,0,4,9.0,mahindra,scorpio 2006-2009 lx 2.6 turbo 9 str,10.5,2609.0,120.0
6429,2007,60000,100000,0,0,0,2,4.0,maruti,800 ac bsiii,16.1,796.0,37.0
6430,2013,500000,80000,1,0,0,2,5.0,hyundai,verna 1.6 crdi,22.32,1582.0,126.3
6431,2009,45000,100000,1,0,0,2,5.0,tata,indica v2 dle bsii,17.2,1396.0,53.5
6432,2017,270000,50000,0,0,0,1,5.0,renault,kwid rxt,25.17,799.0,53.3
6433,2017,550000,40000,0,0,0,1,5.0,hyundai,i20 active 1.2 s,17.19,1197.0,81.86
6434,2016,235000,60000,0,0,0,1,5.0,renault,kwid 1.0 rxt optional,23.01,999.0,67.0
6435,2018,600000,40000,0,0,0,1,5.0,hyundai,i20 1.2 spotz,18.6,1197.0,81.83
6436,2015,525000,60000,1,0,0,1,5.0,honda,jazz 1.5 vx i dtec,27.3,1498.0,98.6
6437,2012,325000,90000,1,0,0,1,5.0,maruti,swift vdi,22.9,1248.0,74.0
6438,2014,420000,90000,1,0,0,1,5.0,maruti,swift dzire zdi,23.4,1248.0,74.0
6439,2014,229999,60000,0,0,0,2,5.0,maruti,alto k10 lxi,20.92,998.0,67.1
6440,2013,375000,80000,1,0,0,4,5.0,maruti,swift dzire zdi,23.4,1248.0,74.0
6441,2012,750000,120000,1,0,0,1,8.0,mahindra,scorpio vlx 2wd bsiv,12.05,2179.0,120.0
6442,2018,400000,40000,0,0,0,1,5.0,tata,tiago 1.2 revotron xz,23.84,1199.0,84.0
6443,2013,600000,91000,1,0,0,1,7.0,mahindra,xuv500 w6 2wd,15.1,2179.0,140.0
6444,2008,110000,80000,0,0,0,3,5.0,hyundai,santro xing xk erlx euro ii,17.8,1086.0,63.0
6445,2007,45000,73257,0,0,0,1,4.0,maruti,800 ac,16.1,796.0,37.0
6446,2019,722000,80000,1,0,0,1,2.0,mahindra,bolero pik-up cbc 1.7t,0.0,2523.0,70.0
6447,2020,500000,15000,0,0,0,1,5.0,tata,tiago 2019-2020 xz,23.84,1199.0,83.83
6448,2007,250000,110000,1,0,0,2,5.0,hyundai,verna crdi sx abs,18.1,1493.0,110.0
6449,2018,950000,40000,1,0,0,1,5.0,skoda,rapid 1.5 tdi ambition bsiv,21.13,1498.0,108.6
6450,2013,375000,212000,1,0,0,1,5.0,nissan,sunny diesel xv,21.64,1461.0,84.8
6451,2018,780000,30000,1,0,0,1,5.0,maruti,swift dzire zdi,28.4,1248.0,74.02
6452,2018,575000,30000,0,0,0,1,5.0,hyundai,santro asta bsiv,20.3,1086.0,68.0
6453,2017,563000,30000,0,0,0,2,5.0,hyundai,i20 1.2 spotz,18.6,1197.0,81.83
6454,2017,450000,15000,0,0,0,1,5.0,tata,tiago 1.2 revotron xz,23.84,1199.0,84.0
6455,2020,2300000,1000,1,0,1,1,7.0,toyota,innova crysta 2.4 zx at,13.68,2393.0,147.51
